Калькулятор;URL;Функция расчёта;ezfc_id;element_name;Тип;Название параметра;Варианты значений
Калькулятор табличек;https://insain.ru/catalog/tablichki-s-uf-pechatyu/;calcTablets;1477;dpdedge;select;Обработка края;подрезка (value=0, code=isCutEdge) | подгибка (value=1, code=isBendEdge)
Калькулятор табличек;https://insain.ru/catalog/tablichki-s-uf-pechatyu/;calcTablets;1483;dpdbackroundedge;select;Обработка края;подрезка (value=0, code=isCutEdge) | подгибка (value=1, code=isBendEdge)
Калькулятор табличек;https://insain.ru/catalog/tablichki-s-uf-pechatyu/;calcTablets;1484;dpdapplicationmaterial;select;Пленка для аппликации;нет (value=0, code=0) | Плёнка AVERY, серия 500, белая (value=1, code=Avery500w) | Плёнка AVERY, серия 500, цветная (value=2, code=Avery500c) | Пленка ORACAL 352 металлик (value=3, code=Oracal352) | Плёнка транслюцентная LG, серия LT4000 (value=4, code=LGLT4000) | Плёнка светонакапливающая ФЭС-24, ГОСТ 2009, жёлто-зелёная, для сольвентной печати (value=5, code=FES24) | Плёнка световозвращающая DMP 2000, белая, 1.24 м (value=6, code=DMP2000) | Плёнка световозвращающая ТМ3100, красная, 1.24 м (value=7, code=TM3100)
Калькулятор табличек;https://insain.ru/catalog/tablichki-s-uf-pechatyu/;calcTablets;1533;ckbshaft;checkbox;ckbshaft;Пластиковое древко (value=0, code=true)
Калькулятор табличек;https://insain.ru/catalog/tablichki-s-uf-pechatyu/;calcTablets;1534;numlengthshaft;tel;Длинна,м;value=1
Калькулятор табличек;https://insain.ru/catalog/tablichki-s-uf-pechatyu/;calcTablets;2718;chkadhesivelayer;checkbox;chkadhesivelayer;Клеевой слой (value=0, code=1)
Калькулятор табличек;https://insain.ru/catalog/tablichki-s-uf-pechatyu/;calcTablets;2770;dpdresolution;select;Детализация печати;стандартное качество (value=0, code=1) | высокое качество (value=1, code=2)
Калькулятор табличек;https://insain.ru/catalog/tablichki-s-uf-pechatyu/;calcTablets;3313;ckbdoubleapplication;checkbox;ckbdoubleapplication;Нанесение с двух сторон (value=0, code=1)
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3278;numn;tel;Тираж;value=100
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3279;dpdpreset;select;Изделие;Другое (value=0, code=0) | Ежедневник А5 (value=1, code=diary) | Планнинг (value=2, code=planning) | Картхолдер (value=3, code=cardholder)
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3280;dpdembossing;select;Тип тиснения;блинт (value=0, code=blind) | серебро/золото (value=1, code=foil)
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3281;numw;tel;Ширина клише, мм;value=50
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3282;numh;tel;Высота клише, мм;value=50
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3285;numitemw;tel;Ширина изделия, мм;value=150
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3286;numitemh;tel;Высота изделия, мм;value=200
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3287;dpdsurfacematerial;select;Материал поверхности;не указан (value=0, code=no) | Бумага/картон (value=1, code=isPaper) | Кожа (value=2, code=isLeather) | Кожзам (value=3, code=isLeatherECO)
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3291;ckbcliche;checkbox;ckbcliche;Изготовить клише (value=0, code=true)
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3292;ckbpacking;checkbox;ckbpacking;Упаковка изделия (value=0, code=true)
Калькулятор тиснения;https://insain.ru/catalog/kalkulyator-tisneniya/;calcEmbossing;3311;ckbmaterialcustomer;checkbox;ckbmaterialcustomer;Изделие заказчика +25% (value=0, code=true)
Калькулятор флажков бумажных;https://insain.ru/catalog/kalkulyator-flazhkov-bumazhnyh/;calcFlagPaper;2256;numn;tel;Тираж;value=100
Калькулятор флажков бумажных;https://insain.ru/catalog/kalkulyator-flazhkov-bumazhnyh/;calcFlagPaper;2258;dpdsize;select;Размер;148х105мм (value=0, code=148,105) | 200х90мм (value=1, code=200,99) | 210х148мм (value=2, code=210,148)
Калькулятор флажков бумажных;https://insain.ru/catalog/kalkulyator-flazhkov-bumazhnyh/;calcFlagPaper;2263;dpdmaterial;select;Бумага;115гр (value=0, code=PaperCoated115M) | 170гр (value=1, code=PaperCoated170M) | 200гр (value=2, code=PaperCoated200M) | 250гр (value=3, code=PaperCoated250M)
Калькулятор флажков бумажных;https://insain.ru/catalog/kalkulyator-flazhkov-bumazhnyh/;calcFlagPaper;2264;dpdcoverlaminat;select;Ламинация;нет (value=0) | глянцевая, 32 мкм (value=1, code=Laminat32G) | матовая, 32 мкм (value=2, code=Laminat32M)
Калькулятор флажков бумажных;https://insain.ru/catalog/kalkulyator-flazhkov-bumazhnyh/;calcFlagPaper;2282;dpdcolor;select;Цветность;4+0 (value=0, code=4+0) | 4+4 (value=1, code=4+4)
Калькулятор хештегов;https://insain.ru/catalog/kalkulyator-heshtegov/;calcTablets;2099;numn;tel;Тираж;value=1
Калькулятор хештегов;https://insain.ru/catalog/kalkulyator-heshtegov/;calcTablets;2100;numw;text;Длинна хештега, мм;value=1000
Калькулятор хештегов;https://insain.ru/catalog/kalkulyator-heshtegov/;calcTablets;2101;numh;text;Высота букв, мм;value=100
Калькулятор хештегов;https://insain.ru/catalog/kalkulyator-heshtegov/;calcTablets;2102;dpdmaterial;select;Материал;ПВХ Unext Strong 5 мм (value=0, code=PVC5) | ПВХ Unext Strong 8 мм (value=1, code=PVC8) | ПВХ Unext Strong 10 мм (value=2, code=PVC10) | Акрил молочный Plexiglas XT 5мм (value=3, code=AcrylWhite5) | Акрил молочный Plexiglas XT 8мм (value=4, code=AcrylWhite8) | Акрил молочный Plexiglas XT 10мм (value=5, code=AcrylWhite10) | Акрил прозрачный Plexiglas XT 5мм (value=6, code=AcrylTrans5) | Акрил прозрачный Plexiglas XT 8мм (value=7, code=AcrylTrans8) | Акрил прозрачный Plexiglas XT 10мм (value=8, code=AcrylTrans10) | Фанера сорт 2/2 4мм (value=9, code=Plywood4)
Калькулятор хештегов;https://insain.ru/catalog/kalkulyator-heshtegov/;calcTablets;2106;dpdcut;select;Способ раскроя;раскрой на лазере (value=0, code=isCutLaser) | раскрой на фрезере (value=1, code=isCutMilling)
Калькулятор хештегов;https://insain.ru/catalog/kalkulyator-heshtegov/;calcTablets;2109;dpdapplication;select;Способ нанесения;без нанесения (value=0, code=noApplication) | УФ-печать (value=1, code=isUVPrint)
Калькулятор хештегов;https://insain.ru/catalog/kalkulyator-heshtegov/;calcTablets;2111;dpdcolor;select;Цветность печати;полноцвет (value=0, code=4+0) | полноцвет + белый (value=1, code=4+1) | белый (value=2, code=1+0)
Калькулятор хештегов;https://insain.ru/catalog/kalkulyator-heshtegov/;calcTablets;2148;inptext;text;Текст;value=#хештег, placeholder=#хештег
Калькулятор хештегов;https://insain.ru/catalog/kalkulyator-heshtegov/;calcTablets;2151;set;text;Set;Свободный ввод
Калькулятор шильдов;https://insain.ru/catalog/kalkulyator-shildov/;calcTablets;2721;numn;tel;Тираж;value=100
Калькулятор шильдов;https://insain.ru/catalog/kalkulyator-shildov/;calcTablets;2722;numw;text;Ширина, мм;value=50
Калькулятор шильдов;https://insain.ru/catalog/kalkulyator-shildov/;calcTablets;2723;numh;text;Высота, мм;value=50
Калькулятор шильдов;https://insain.ru/catalog/kalkulyator-shildov/;calcTablets;2724;dpdmaterial;select;Материал;не задан материал (value=0) | Акрил молочный Plexiglas XT 3мм (value=1, code=AcrylWhite3) | Акрил цветной Plexiglas XT 3мм (value=2, code=AcrylColor3) | Фанера сорт 2/2 3мм (value=3, code=Plywood3) | Алюминий для сублимации 305х600х0 (value=4, code=AluminiumSU055) | Двухслойный пластик для гравирования ZENOMARK LASER 1200 x 600 x 1.5 мм. (value=5, code=ZENOMARKLASER) | Двухслойный пластик для гравирования SHENGWEI 1200 x 600 x 1.5 мм. (value=6, code=SHENGWEI) | Двухслойный пластик для гравирования ROWMARK LASERMAX акрил 2 слоя (value=7, code=ROWMARKLASERMAX) | Двухслойный пластик для гравирования ROWMARK LASERMAX акрил 2 слоя (value=8, code=ROWMARKLASERMAX3)
Калькулятор шильдов;https://insain.ru/catalog/kalkulyator-shildov/;calcTablets;2728;dpdcut;select;Способ раскроя;раскрой на лазере (value=0, code=isCutLaser) | раскрой на гильотине по металлу (value=1, code=isCutManualMetal)
Калькулятор шильдов;https://insain.ru/catalog/kalkulyator-shildov/;calcTablets;2731;dpdapplication;select;Способ нанесения;без нанесения (value=0, code=noApplication) | УФ-печать (value=1, code=isUVPrint) | Гравировка (value=2, code=isGrave) | Сублимационная печать (value=3, code=isSublimation)
Калькулятор шильдов;https://insain.ru/catalog/kalkulyator-shildov/;calcTablets;2751;chkadhesivelayer;checkbox;chkadhesivelayer;Клеевой слой (value=0, code=1)
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;980;numn;tel;Тираж;value=100
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;981;numgravew;tel;Ширина, мм;value=50
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;982;numh;tel;Высота, мм;value=50
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;983;setmaxsize;text;setmaxsize;Свободный ввод
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;985;dpddifficulty;select;Параметры лазерной резки;без резки (value=0, code=noCut) | Простая форма резки (value=1, code=1) | Сложная форма резки (value=2, code=1.3) | Сложная форма с внутренними элементами (value=3, code=1.7) | Задана длина резки (value=4, code=isLenCut)
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;986;numsizeitem;tel;Размер элементов, мм;value=50
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;987;numdensity;tel;Плотность элементов;value=25
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;988;chkmark;checkbox;chkmark;Резка по меткам (value=0, code=1)
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;989;dpdmaterial;select;Материал;не задан материал (value=0) | Акрил молочный Plexiglas XT 3мм (value=1, code=AcrylWhite3) | Акрил молочный Plexiglas XT 5мм (value=2, code=AcrylWhite5) | Акрил молочный Plexiglas XT 8мм (value=3, code=AcrylWhite8) | Акрил молочный Plexiglas XT 10мм (value=4, code=AcrylWhite10) | Акрил прозрачный Plexiglas XT 2мм (value=5, code=AcrylTrans2) | Акрил прозрачный Plexiglas XT 3мм (value=6, code=AcrylTrans3) | Акрил прозрачный Plexiglas XT 5мм (value=7, code=AcrylTrans5) | Акрил прозрачный Plexiglas XT 8мм (value=8, code=AcrylTrans8) | Акрил прозрачный Plexiglas XT 10мм (value=9, code=AcrylTrans10) | Акрил цветной Plexiglas XT 3мм (value=10, code=AcrylColor3) | Акрил цветной Plexiglas XT 5мм (value=11, code=AcrylColor5) | Фанера сорт 2/2 3мм (value=12, code=Plywood3) | Фанера сорт 2/2 4мм (value=13, code=Plywood4) | Шпон бук 0.6мм (value=14, code=VeneerBeech06) | Шпон бук 1.5мм (value=15, code=VeneerBeech15) | Шпон дуб 0.6мм (value=16, code=VeneerOak06) | Шпон дуб 1.5мм (value=17, code=VeneerOak15) | Шпон ясень 0.6мм (value=18, code=VeneerAsh06) | Шпон ясень 1.5мм (value=19, code=VeneerAsh15) | ПЭТ 0.3мм (value=20, code=PET03) | ПЭТ 0.5мм (value=21, code=PET05) | ПЭТ 0.7мм (value=22, code=PET07) | ПЭТ 1.0мм (value=23, code=PET10) | ПЭТ 1.5мм (value=24, code=PET15) | ПЭТ 2.0мм (value=25, code=PET20) | Двухслойный пластик для гравирования ZENOMARK LASER 1200 x 600 x 1.5 мм. (value=26, code=ZENOMARKLASER) | Двухслойный пластик для гравирования SHENGWEI, 1200 x 600 x 1.5 мм. (value=27, code=SHENGWEI) | Двухслойный пластик для гравирования ROWMARK LASERMAX, акрил, 2 слоя, 1220 х 600 мм x 1.6 мм (value=28, code=ROWMARKLASERMAX) | Двухслойный пластик для гравирования ROWMARK LASERMAX, акрил, 2 слоя, 1220 х 600 мм x 3.2 мм (value=29, code=ROWMARKLASERMAX3)
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;1013;numlencut;tel;Длинна реза, мм;value=100
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;1015;dpdgrave;select;Параметры гравировки;без гравировки (value=0, code=noGrave) | гравировка заполнением (value=1, code=isGraveFill) | гравировка контуром (value=2, code=isGraveContur)
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;1016;numw;tel;Ширина, мм;value=50
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;1017;numgraveh;tel;Высота, мм;value=50
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;1020;numlencontur;tel;Длинна контура, мм;value=50
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;1024;numthinknesscontur;tel;Толщина контура, мм;value=2
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;1025;dpdgraveresolution;select;Детализация гравировки;Стандартная (до 0.1мм) (value=0, code=1) | Высокая (до 0.01мм) (value=1, code=2)
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;1027;rdomaterial;radio;rdomaterial;Учитывать материал в цене (value=0, code=isMaterial) | Не учитывать материал в цене (value=1, code=noMaterial) | Материал заказчика +25% (value=2, code=isMaterialCustomer)
Лазерная гравировка и резка;https://insain.ru/catalog/lazernaya-gravirovka-i-rezka/;calcLaser;2630;chkadhesivelayer;checkbox;chkadhesivelayer;Клеевой слой (value=0, code=1)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;98;numn;tel;Тираж;value=100
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;99;dpdformat;select;Формат бумаги;А3 (420х297 мм) (value=0, code=420,297) | А4 (297х210 мм) (value=1, code=297,210) | А5 (210х148 мм) (value=2, code=210,148) | А6 (148х105 мм) (value=3, code=148,105) | А7 (105х74 мм) (value=4, code=105,74) | Евро (200х99 мм) (value=5, code=200,99) | задать свой размер (value=6, code=0)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;100;numw;text;Ширина, мм;value=210
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;101;numh;text;Высота, мм;value=297
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;102;dpdcolor;select;Цветность печати;4+0 (value=0, code=4+0) | 4+4 (value=1, code=4+4) | 4+1 (value=2, code=4+1) | 1+0 (value=3, code=1+0) | 1+1 (value=4, code=1+1)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;103;dpdmaterial;select;Материал;Снегурочка (value=0, code=VHI80) | Мелованная матовая 115 г/м (value=1, code=PaperCoated115M) | Мелованная глянец 115 г/м (value=2, code=PaperCoated115G) | Мелованная матовая 130 г/м (value=3, code=PaperCoated130M) | Мелованная глянец 130 г/м (value=4, code=PaperCoated130G) | Мелованная матовая 170 г/м (value=5, code=PaperCoated170M) | Мелованная глянец 170 г/м (value=6, code=PaperCoated170G) | Мелованная матовая 200 г/м (value=7, code=PaperCoated200M) | Мелованная глянец 200 г/м (value=8, code=PaperCoated200G) | Мелованная матовая 250 г/м (value=9, code=PaperCoated250M) | Мелованная глянец 250 г/м (value=10, code=PaperCoated250G) | Мелованная матовая 300 г/м (value=11, code=PaperCoated300M) | Мелованная глянец 300 г/м (value=12, code=PaperCoated300G) | Xerox Colotech Plus матовая 90 г/м SRA3 (value=13, code=ColotechPlus90M) | Xerox Colotech Plus матовая 120 г/м SRA3 (value=14, code=ColotechPlus120M) | Xerox Colotech Plus матовая 160 г/м SRA3 (value=15, code=ColotechPlus160M) | Xerox Colotech Plus матовая 200 г/м SRA3 (value=16, code=ColotechPlus200M) | Xerox Colotech Plus матовая 250 г/м SRA3 (value=17, code=ColotechPlus250M) | Xerox Colotech Plus матовая 300 г/м SRA3 (value=18, code=ColotechPlus300M) | Xerox Colotech Plus матовая 350 г/м SRA3 (value=19, code=ColotechPlus350M) | Самоклеящаяся бумага RAFLACOAT 640х450 постоянный клей (value=20, code=RAFLACOAT) | Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 матовая белая 215 г/м (value=21, code=RaflatacMW) | Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 матовая прозрачная 196 г/м (value=22, code=RaflatacMT) | Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 глянцевая белая 212 г/м (value=23, code=RaflatacGW) | Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 глянцевая прозрачная 211 г/м (value=24, code=RaflatacGT) | Конверт DL белый без запечатки 80 г/м (value=25, code=EnvelopeDL) | Конверт С5 белый без запечатки 80 г/м (value=26, code=EnvelopeС5) | Конверт С4 белый без запечатки 90 г/м (value=27, code=EnvelopeС4) | Маджестик (value=28, code=MAJESTIC) | Лен Супервайс (value=29, code=SUPERWAIS) | Крафт Эколайнер 100гр (value=30, code=ECOLINER100) | Крафт Эколайнер 250гр (value=31, code=ECOLINER250) | Крафт Эколайнер 290гр (value=32, code=ECOLINER290) | Тач кавер (value=33, code=TOUCHCAVER) | Калька 90гр (value=34, code=CALQUE90) | Калька 130гр (value=35, code=CALQUE130) | Калька 180гр (value=36, code=CALQUE180)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;400;dpdrolllaminat;select;Параметры ламинации;глянцевая, 32 мкм (value=0, code=Laminat32G) | матовая, 32 мкм (value=1, code=Laminat32M) | глянцевая, 75 мкм (value=2, code=Laminat75G) | матовая, 75 мкм (value=3, code=Laminat75M) | софт-тач, 32 мкм (value=4, code=Laminat32ST)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;401;rdolaminat;radio;Ламинация;Нет (value=0, code=0) | Рулонная (value=1, code=1) | Пакетная (value=2, code=2)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;402;dpdpacklaminat;select;Параметры ламинации;А4 (216х303мм, 2х60мкм), глянцевая (value=0, code=LaminatA460G) | А4 (216х303мм, 2х60мкм), матовая (value=1, code=LaminatA460M) | А4 (216х303мм, 2х150мкм), глянцевая (value=2, code=LaminatA4150G) | А4 (216х303мм, 2х150мкм), матовая (value=3, code=LaminatA4150M) | А4 (216х303мм, 2х200мкм), глянцевая (value=4, code=LaminatA4200G) | А4 (216х303мм, 2х250мкм), глянцевая (value=5, code=LaminatA4250G) | А4 (216х303мм, 2х250мкм), матовая (value=6, code=LaminatA4250M) | А5 (154х216мм, 2х60мкм), глянцевая (value=7, code=LaminatA560G) | А6 (111х154мм, 2х60мкм), глянцевая (value=8, code=LaminatA660G) | А7 (80х111мм, 2х60мкм), глянцевая (value=9, code=LaminatA760G) | А3 (303х426мм, 2х60мкм), глянцевая (value=10, code=LaminatA360G) | А3 (303х426мм, 2х60мкм), матовая (value=11, code=LaminatA360M) | А3 (303х426мм, 2х175мкм), глянцевая (value=12, code=LaminatA3175G) | А3 (303х426мм, 2х150мкм), матовая (value=13, code=LaminatA3150M) | А3 (303х426мм, 2х200мкм), глянцевая (value=14, code=LaminatA3200G) | А3 (303х426мм, 2х250мкм), глянцевая (value=15, code=LaminatA3250G) | А3 (303х426мм, 2х250мкм), матовая (value=16, code=LaminatA3250M)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;419;ckbmargin;checkbox;ckbmargin;Белые поля (value=0, code=1)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;661;ckbnumber;checkbox;ckbnumber;Нумерация (value=0, code=true)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;663;ckbbarcode;checkbox;ckbbarcode;Штрихкод (value=0, code=true)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;664;ckbcrease;checkbox;ckbcrease;Биговка (value=0, code=true)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;665;numcrease;tel;Бигов;value=1
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;666;ckbvariables;checkbox;ckbvariables;Переменные данные/ФИО (value=0, code=true)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;667;ckbrounding;checkbox;ckbrounding;Скругление (4 угла) (value=0, code=true)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;668;ckbhole;checkbox;ckbhole;Пробивка отверстий (value=0, code=true)
Листовки под заказ;https://insain.ru/catalog/listovki-pod-zakaz/;calcPrintSheet;669;numhole;tel;Отверстий;value=1
Наклейки с полимерной заливкой;https://insain.ru/catalog/naklejki-s-polimernoj-zalivkoj/;calcPolySticker;1067;numn;tel;Тираж;value=100
Наклейки с полимерной заливкой;https://insain.ru/catalog/naklejki-s-polimernoj-zalivkoj/;calcPolySticker;1068;numw;tel;Ширина, мм;value=50
Наклейки с полимерной заливкой;https://insain.ru/catalog/naklejki-s-polimernoj-zalivkoj/;calcPolySticker;1069;numh;tel;Высота, мм;value=50
Наклейки с полимерной заливкой;https://insain.ru/catalog/naklejki-s-polimernoj-zalivkoj/;calcPolySticker;1072;dpddifficulty;select;Форма наклейки;простая (value=0, code=1) | сложная (value=1, code=1.3)
Наклейки с полимерной заливкой;https://insain.ru/catalog/naklejki-s-polimernoj-zalivkoj/;calcPolySticker;1076;dpdmaterial;select;Материал;Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 матовая белая 215 г/м (value=0, code=RaflatacMW) | Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 матовая прозрачная 196г/м (value=1, code=RaflatacMT) | Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 глянцевая белая 212г/м (value=2, code=RaflatacGW) | Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 глянцевая прозрачная 211г/м (value=3, code=RaflatacGT) | Плёнка ORAJET 3640, белая/прозрачная/глянцевая/матовая (value=4, code=ORAJET3640) | Плёнка AVERY, серия 500, белая (value=5, code=Avery500w) | Плёнка AVERY, серия 500, цветная (value=6, code=Avery500c) | Пленка ORACAL 352 металлик (value=7, code=Oracal352) | Плёнка транслюцентная LG, серия LT4000 (value=8, code=LGLT4000)
Наклейки с полимерной заливкой;https://insain.ru/catalog/naklejki-s-polimernoj-zalivkoj/;calcPolySticker;1077;dpdprint;select;Способ печати;Без печати (value=0, code=No) | Цифровая лазерная печать (value=1, code=KMBizhubC220) | Интерьерная экосольвентная (value=2, code=Technojet160ECO) | Интерьерная латексная (value=3, code=HPLatex335)
Стикерпаки с полимерной заливкой;https://insain.ru/catalog/stikerpaki-s-polimernoj-zalivkoj/;calcPolyStickerPack;2818;numn;tel;Тираж;value=100
Стикерпаки с полимерной заливкой;https://insain.ru/catalog/stikerpaki-s-polimernoj-zalivkoj/;calcPolyStickerPack;2819;numw;tel;Ширина стикерпака, мм;value=50
Стикерпаки с полимерной заливкой;https://insain.ru/catalog/stikerpaki-s-polimernoj-zalivkoj/;calcPolyStickerPack;2820;numh;tel;Высота стикерпака, мм;value=50
Стикерпаки с полимерной заливкой;https://insain.ru/catalog/stikerpaki-s-polimernoj-zalivkoj/;calcPolyStickerPack;2823;dpdmaterial;select;Материал;Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 матовая белая 215 г/м (value=0, code=RaflatacMW) | Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 матовая прозрачная 196г/м (value=1, code=RaflatacMT) | Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 глянцевая белая 212г/м (value=2, code=RaflatacGW) | Пленка самоклеящаяся PolyLaser UPM Raflatac SRA3 глянцевая прозрачная 211г/м (value=3, code=RaflatacGT) | Плёнка ORAJET 3640, белая/прозрачная/глянцевая/матовая (value=4, code=ORAJET3640) | Плёнка AVERY, серия 500, белая (value=5, code=Avery500w) | Плёнка AVERY, серия 500, цветная (value=6, code=Avery500c) | Пленка ORACAL 352 металлик (value=7, code=Oracal352) | Плёнка транслюцентная LG, серия LT4000 (value=8, code=LGLT4000)
Стикерпаки с полимерной заливкой;https://insain.ru/catalog/stikerpaki-s-polimernoj-zalivkoj/;calcPolyStickerPack;2824;dpdprint;select;Способ печати;Без печати (value=0, code=No) | Цифровая лазерная печать (value=1, code=KMBizhubC220) | Интерьерная экосольвентная (value=2, code=Technojet160ECO) | Интерьерная латексная (value=3, code=HPLatex335)
Стикерпаки с полимерной заливкой;https://insain.ru/catalog/stikerpaki-s-polimernoj-zalivkoj/;calcPolyStickerPack;2847;frmsetstickers;select;ширина, мм;простая (value=0, code=1) | сложная (value=1, code=1.3)
Стикерпаки с полимерной заливкой;https://insain.ru/catalog/stikerpaki-s-polimernoj-zalivkoj/;calcPolyStickerPack;2870;chkbackground;checkbox;chkbackground;Фон с печатью (value=0, code=1)
Тампопечать;https://insain.ru/catalog/tampopechat/;calcPadPrint;1433;numn;tel;Тираж;value=100
Тампопечать;https://insain.ru/catalog/tampopechat/;calcPadPrint;1434;dpdpreset;select;Тип изделия;Ручка, брелок, зажигалка (value=0, code=isSmallItems) | Кружка, бокал (value=1, code=isLargeItems) | Нестандартное изделие (value=2, code=isLargeItems)
Тампопечать;https://insain.ru/catalog/tampopechat/;calcPadPrint;1435;dpdcolor;select;Цветность печати;1 цвет (value=0, code=1) | 2 цвета (value=1, code=2)
Тампопечать;https://insain.ru/catalog/tampopechat/;calcPadPrint;1442;dpdsurfacematerial;select;Материал поверхности;не указан (value=0, code=no) | Пластик (value=1, code=isPlastic) | Металл (value=2, code=isMetall) | Стекло (value=3, code=isGlass) | Камень (value=4, code=isStone) | Кожа (value=5, code=isLeather) | Керамика (value=6, code=isCeramic)
Тампопечать;https://insain.ru/catalog/tampopechat/;calcPadPrint;1444;ckbpantone;checkbox;ckbpantone;Печать по Pantone (value=0, code=true)
Тампопечать;https://insain.ru/catalog/tampopechat/;calcPadPrint;1445;ckbmaterialcustomer;checkbox;ckbmaterialcustomer;Изделие заказчика + 25% (value=0, code=true)
Тампопечать;https://insain.ru/catalog/tampopechat/;calcPadPrint;1446;ckbpacking;checkbox;ckbpacking;Распаковка и упаковка изделий (value=0, code=true)
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;890;numn;tel;Тираж;value=100
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;891;dpdsurfaceprint;select;Вид поверхности;Печать по плоской поверхности (value=0, code=isPlain) | Круговая печать (value=1, code=isAround)
УФ-печать на сувениры;https://insain.ru/catalog/uf-pechat-na-suveniry/;calcUVPrint;893;numitemw;tel;Ширина изделия, мм;value=150
